Category	Subcategory	Subsystem	Role	Features
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine Metabolism	Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)	fig|6666666.230262.peg.244
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine Metabolism	S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1A	fig|6666666.230262.peg.2156
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine Metabolism	Biosynthetic arginine decarboxylase (EC 4.1.1.19)	fig|6666666.230262.peg.3296
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine Metabolism	Putrescine transport system permease protein PotH (TC 3.A.1.11.2)	fig|6666666.230262.peg.243
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine Metabolism	Arginine/agmatine antiporter	fig|6666666.230262.peg.2429
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine Metabolism	Agmatine deiminase (EC 3.5.3.12)	fig|6666666.230262.peg.957
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine Metabolism	Agmatine deiminase (EC 3.5.3.12)	fig|6666666.230262.peg.2250
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine Metabolism	Putrescine transport system permease protein PotI (TC 3.A.1.11.2)	fig|6666666.230262.peg.242
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine Metabolism	Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)	fig|6666666.230262.peg.246
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine Metabolism	N-carbamoylputrescine amidase (3.5.1.53)	fig|6666666.230262.peg.2251
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Arginine/ornithine antiporter ArcD	fig|6666666.230262.peg.1904
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Arginine/ornithine antiporter ArcD	fig|6666666.230262.peg.2753
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Arginine/ornithine antiporter ArcD	fig|6666666.230262.peg.3046
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Arginine/agmatine antiporter	fig|6666666.230262.peg.2429
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Agmatine deiminase (EC 3.5.3.12)	fig|6666666.230262.peg.957
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Agmatine deiminase (EC 3.5.3.12)	fig|6666666.230262.peg.2250
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Arginase (EC 3.5.3.1)	fig|6666666.230262.peg.3689
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	Biosynthetic arginine decarboxylase (EC 4.1.1.19)	fig|6666666.230262.peg.3296
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine and Ornithine Degradation	N-carbamoylputrescine amidase (3.5.1.53)	fig|6666666.230262.peg.2251
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	fig|6666666.230262.peg.305
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	fig|6666666.230262.peg.2020
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine deacetylase (EC 3.5.1.16)	fig|6666666.230262.peg.2018
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylglutamate kinase (EC 2.7.2.8)	fig|6666666.230262.peg.2017
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Argininosuccinate lyase (EC 4.3.2.1)	fig|6666666.230262.peg.2014
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetylglutamate synthase (EC 2.3.1.1)	fig|6666666.230262.peg.649
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetylglutamate synthase (EC 2.3.1.1)	fig|6666666.230262.peg.2016
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetylglutamate synthase (EC 2.3.1.1)	fig|6666666.230262.peg.2684
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetylglutamate synthase (EC 2.3.1.1)	fig|6666666.230262.peg.3896
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Argininosuccinate synthase (EC 6.3.4.5)	fig|6666666.230262.peg.2019
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	fig|6666666.230262.peg.2015
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine aminotransferase (EC 2.6.1.11)	fig|6666666.230262.peg.1200
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis extended	Acetylornithine aminotransferase (EC 2.6.1.11)	fig|6666666.230262.peg.2279
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis -- gjo	N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	fig|6666666.230262.peg.305
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis -- gjo	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	fig|6666666.230262.peg.2020
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis -- gjo	Acetylornithine deacetylase (EC 3.5.1.16)	fig|6666666.230262.peg.2018
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis -- gjo	Acetylglutamate kinase (EC 2.7.2.8)	fig|6666666.230262.peg.2017
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis -- gjo	Argininosuccinate lyase (EC 4.3.2.1)	fig|6666666.230262.peg.2014
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis -- gjo	N-acetylglutamate synthase (EC 2.3.1.1)	fig|6666666.230262.peg.649
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis -- gjo	N-acetylglutamate synthase (EC 2.3.1.1)	fig|6666666.230262.peg.2016
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis -- gjo	N-acetylglutamate synthase (EC 2.3.1.1)	fig|6666666.230262.peg.2684
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis -- gjo	N-acetylglutamate synthase (EC 2.3.1.1)	fig|6666666.230262.peg.3896
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis -- gjo	Argininosuccinate synthase (EC 6.3.4.5)	fig|6666666.230262.peg.2019
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis -- gjo	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	fig|6666666.230262.peg.2015
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis -- gjo	Acetylornithine aminotransferase (EC 2.6.1.11)	fig|6666666.230262.peg.1200
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine Biosynthesis -- gjo	Acetylornithine aminotransferase (EC 2.6.1.11)	fig|6666666.230262.peg.2279
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Cyanophycin Metabolism	Cyanophycinase (EC 3.4.15.6)	fig|6666666.230262.peg.3212
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Cyanophycin Metabolism	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	fig|6666666.230262.peg.304
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Cyanophycin Metabolism	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	fig|6666666.230262.peg.1035
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Cyanophycin Metabolism	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	fig|6666666.230262.peg.1815
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Methionine ABC transporter ATP-binding protein	fig|6666666.230262.peg.1439
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Methionine ABC transporter ATP-binding protein	fig|6666666.230262.peg.2452
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Methionine ABC transporter ATP-binding protein	fig|6666666.230262.peg.3673
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	S-adenosylmethionine synthetase (EC 2.5.1.6)	fig|6666666.230262.peg.850
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	fig|6666666.230262.peg.3186
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cystathionine gamma-lyase (EC 4.4.1.1)	fig|6666666.230262.peg.2077
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homoserine kinase (EC 2.7.1.39)	fig|6666666.230262.peg.1091
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	fig|6666666.230262.peg.1416
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	fig|6666666.230262.peg.1006
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	fig|6666666.230262.peg.1007
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cysteine synthase (EC 2.5.1.47)	fig|6666666.230262.peg.4108
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	fig|6666666.230262.peg.3186
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	fig|6666666.230262.peg.836
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	fig|6666666.230262.peg.1412
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cystathionine beta-synthase (EC 4.2.1.22)	fig|6666666.230262.peg.2078
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homoserine dehydrogenase (EC 1.1.1.3)	fig|6666666.230262.peg.1092
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homoserine dehydrogenase (EC 1.1.1.3)	fig|6666666.230262.peg.1273
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Methionine ABC transporter substrate-binding protein	fig|6666666.230262.peg.2490
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cystathionine gamma-synthase (EC 2.5.1.48)	fig|6666666.230262.peg.1274
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homoserine O-acetyltransferase (EC 2.3.1.31)	fig|6666666.230262.peg.1275
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homoserine O-acetyltransferase (EC 2.3.1.31)	fig|6666666.230262.peg.1998
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Methionine ABC transporter permease protein	fig|6666666.230262.peg.2451
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Transcriptional activator MetR	fig|6666666.230262.peg.1413
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Adenosylhomocysteinase (EC 3.3.1.1)	fig|6666666.230262.peg.844
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Adenosylhomocysteinase (EC 3.3.1.1)	fig|6666666.230262.peg.3132
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine degradation	Threonine dehydrogenase and related Zn-dependent dehydrogenases	fig|6666666.230262.peg.1382
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine degradation	Threonine dehydratase (EC 4.3.1.19)	fig|6666666.230262.peg.3029
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine degradation	Threonine dehydratase, catabolic (EC 4.3.1.19)	fig|6666666.230262.peg.3425
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine degradation	L-threonine 3-dehydrogenase (EC 1.1.1.103)	fig|6666666.230262.peg.2962
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway, GJO scratch	N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	fig|6666666.230262.peg.305
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway, GJO scratch	N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)	fig|6666666.230262.peg.3636
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway, GJO scratch	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)	fig|6666666.230262.peg.307
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway, GJO scratch	Diaminopimelate epimerase (EC 5.1.1.7)	fig|6666666.230262.peg.2796
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway, GJO scratch	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	fig|6666666.230262.peg.1720
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway, GJO scratch	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	fig|6666666.230262.peg.4094
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway, GJO scratch	Diaminopimelate decarboxylase (EC 4.1.1.20)	fig|6666666.230262.peg.2667
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway, GJO scratch	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	fig|6666666.230262.peg.3465
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway, GJO scratch	N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)	fig|6666666.230262.peg.1200
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway, GJO scratch	Aspartokinase (EC 2.7.2.4)	fig|6666666.230262.peg.1092
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway, GJO scratch	Aspartokinase (EC 2.7.2.4)	fig|6666666.230262.peg.2667
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Methionine ABC transporter substrate-binding protein	fig|6666666.230262.peg.2490
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Methionine ABC transporter ATP-binding protein	fig|6666666.230262.peg.1439
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Methionine ABC transporter ATP-binding protein	fig|6666666.230262.peg.2452
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Methionine ABC transporter ATP-binding protein	fig|6666666.230262.peg.3673
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	S-adenosylmethionine synthetase (EC 2.5.1.6)	fig|6666666.230262.peg.850
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	fig|6666666.230262.peg.1836
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	fig|6666666.230262.peg.2721
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Cystathionine gamma-lyase (EC 4.4.1.1)	fig|6666666.230262.peg.2077
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Methionine ABC transporter permease protein	fig|6666666.230262.peg.2451
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Adenosylhomocysteinase (EC 3.3.1.1)	fig|6666666.230262.peg.844
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Adenosylhomocysteinase (EC 3.3.1.1)	fig|6666666.230262.peg.3132
