fig|6666666.230262.peg.1	Name=GCN5-related_N-acetyltransferase
fig|6666666.230262.peg.3997	Name=Probable_NreB_protein
fig|6666666.230262.peg.3998	Name=hypothetical_protein
fig|6666666.230262.peg.3999	Name=Bll1684_protein
fig|6666666.230262.peg.4000	Name=hypothetical_protein
fig|6666666.230262.peg.4001	Name=Sulfur_carrier_protein_adenylyltransferase_ThiF
fig|6666666.230262.peg.4002	Name=hypothetical_protein
fig|6666666.230262.peg.4003	Name=Radical_SAM_domain_protein
fig|6666666.230262.peg.4004	Name=Radical_SAM_domain_protein
fig|6666666.230262.peg.4005	Name=Pyridoxine_5'-phosphate_synthase_(EC_2.6.99.2)
fig|6666666.230262.peg.4006	Name=FIG01111965:_hypothetical_protein
fig|6666666.230262.peg.4007	Name=Cardiolipin_synthetase_(EC_2.7.8.-)
fig|6666666.230262.peg.4008	Name=Biopolymer_transport_protein_ExbD/TolR
fig|6666666.230262.peg.4009	Name=Biopolymer_transport_protein_ExbD/TolR
fig|6666666.230262.peg.4010	Name=MotA/TolQ/ExbB_proton_channel_family_protein
fig|6666666.230262.peg.4011	Name=Ferric_siderophore_transport_system%2C_periplasmic_binding_protein_TonB
fig|6666666.230262.peg.4012	Name=TPR_domain_protein%2C_putative_component_of_TonB_system
fig|6666666.230262.peg.4013	Name=Zn-dependent_protease_with_chaperone_function
fig|6666666.230262.peg.4014	Name=FIG01112186:_hypothetical_protein
fig|6666666.230262.peg.4015	Name=DNA_gyrase_subunit_B_(EC_5.99.1.3)
fig|6666666.230262.peg.4016	Name=DNA_recombination_and_repair_protein_RecF
fig|6666666.230262.peg.4017	Name=DNA_polymerase_III_beta_subunit_(EC_2.7.7.7)
fig|6666666.230262.peg.4018	Name=Chromosomal_replication_initiator_protein_DnaA
fig|6666666.230262.peg.4019	Name=LSU_ribosomal_protein_L34p
fig|6666666.230262.peg.4020	Name=Ribonuclease_P_protein_component_(EC_3.1.26.5)
fig|6666666.230262.peg.4021	Name=Inner_membrane_protein_translocase_component_YidC%2C_long_form
fig|6666666.230262.peg.4022	Name=Polysaccharide_deacetylase%2C_caspase_activity
fig|6666666.230262.peg.4023	Name=GTPase_and_tRNA-U34_5-formylation_enzyme_TrmE
fig|6666666.230262.peg.4024	Name=Glycerophosphoryl_diester_phosphodiesterase_(EC_3.1.4.46)
fig|6666666.230262.peg.4025	Name=PROBABLE_INTEGRAL_MEMBRANE_PROTEIN
fig|6666666.230262.peg.4026	Name=export_protein
fig|6666666.230262.peg.4027	Name=LSU_m5C1962_methyltransferase_RlmI
fig|6666666.230262.peg.4028	Name=Microsomal_dipeptidase_precursor_(EC_3.4.13.19)
fig|6666666.230262.peg.4029	Name=amino_acid_transporter
fig|6666666.230262.peg.4030	Name=FIG01111860:_hypothetical_protein
fig|6666666.230262.peg.4031	Name=FIG01112013:_hypothetical_protein
fig|6666666.230262.peg.4032	Name=Threonine_efflux_protein
fig|6666666.230262.peg.4033	Name=Transcriptional_regulator
fig|6666666.230262.peg.4034	Name=Bifunctional_protein:_zinc-containing_alcohol_dehydrogenase%3B_quinone_oxidoreductase_(_NADPH:quinone_reductase)_(EC_1.1.1.-)%3B_Similar_to_arginate_lyase
fig|6666666.230262.peg.4035	Name=Uncharacterized_glutathione_S-transferase-like_protein
fig|6666666.230262.peg.4036	Name=DNA_recombination_protein_RmuC
fig|6666666.230262.peg.4037	Name=FIG01112520:_hypothetical_protein
fig|6666666.230262.peg.4038	Name=Glutathione_peroxidase_family_protein
fig|6666666.230262.peg.4039	Name=Lipoprotein
fig|6666666.230262.peg.4040	Name=FIG01110970:_hypothetical_protein
fig|6666666.230262.peg.4041	Name=Uncharacterized_ABC_transporter%2C_auxiliary_component_YrbC
fig|6666666.230262.peg.4042	Name=Uncharacterized_ABC_transporter%2C_periplasmic_component_YrbD
fig|6666666.230262.peg.4043	Name=Uncharacterized_ABC_transporter%2C_permease_component_YrbE
fig|6666666.230262.peg.4044	Name=Uncharacterized_ABC_transporter%2C_ATP-binding_protein_YrbF
fig|6666666.230262.peg.4045	Name=hypothetical_protein
fig|6666666.230262.peg.4046	Name=Exodeoxyribonuclease_V_gamma_chain_(EC_3.1.11.5)
fig|6666666.230262.peg.4047	Name=Exodeoxyribonuclease_V_beta_chain_(EC_3.1.11.5)
fig|6666666.230262.peg.4048	Name=Exodeoxyribonuclease_V_alpha_chain_(EC_3.1.11.5)
fig|6666666.230262.peg.4049	Name=FIG01110966:_hypothetical_protein
fig|6666666.230262.peg.4050	Name=FIG01111614:_hypothetical_protein
fig|6666666.230262.peg.4051	Name=Outer_membrane_component_of_tripartite_multidrug_resistance_system
fig|6666666.230262.peg.4052	Name=fusaric_acid_resistance_protein
fig|6666666.230262.peg.4053	Name=membrane_protein%2C_putative
fig|6666666.230262.peg.4054	Name=Transcriptional_regulator%2C_MarR_family
fig|6666666.230262.peg.4055	Name=GTP_cyclohydrolase_I_(EC_3.5.4.16)_type_1
fig|6666666.230262.peg.4056	Name=FIG149030:_hypothetical_protein
fig|6666666.230262.peg.4057	Name=FIG039767:_hypothetical_protein
fig|6666666.230262.peg.4058	Name=FIG007317:_Chromosome_segregation_protein_SMC-like
fig|6666666.230262.peg.4059	Name=FIG01111745:_hypothetical_protein
fig|6666666.230262.peg.4060	Name=UPF0225_protein_YchJ
fig|6666666.230262.peg.4061	Name=GGDEF_domain_protein
fig|6666666.230262.peg.4062	Name=FIG01111377:_hypothetical_protein
fig|6666666.230262.peg.4063	Name=FIG01112046:_hypothetical_protein
fig|6666666.230262.peg.4064	Name=Membrane-bound_lytic_murein_transglycosylase_B_precursor_(EC_3.2.1.-)
fig|6666666.230262.peg.4065	Name=Membrane-bound_lytic_murein_transglycosylase_B_precursor_(EC_3.2.1.-)
fig|6666666.230262.peg.4066	Name=FIG01111284:_hypothetical_protein
fig|6666666.230262.peg.4067	Name=Benzoate_transport_protein
fig|6666666.230262.peg.4068	Name=Urocanate_hydratase_(EC_4.2.1.49)
fig|6666666.230262.peg.4069	Name=N-formylglutamate_deformylase_(EC_3.5.1.68)
fig|6666666.230262.peg.4070	Name=Histidine_ammonia-lyase_(EC_4.3.1.3)
fig|6666666.230262.peg.4071	Name=Imidazolonepropionase_(EC_3.5.2.7)
fig|6666666.230262.peg.4072	Name=Formiminoglutamic_iminohydrolase_(EC_3.5.3.13)
fig|6666666.230262.peg.4073	Name=Histidine_utilization_repressor
fig|6666666.230262.peg.4074	Name=protein_of_unknown_function_UPF0150
fig|6666666.230262.peg.4075	Name=FIG01111518:_hypothetical_protein
fig|6666666.230262.peg.4076	Name=FIG01111518:_hypothetical_protein
fig|6666666.230262.peg.4077	Name=Poly(Hydroxyalcanoate)_granule_associated_protein
fig|6666666.230262.peg.4078	Name=FIG01112622:_hypothetical_protein
fig|6666666.230262.peg.4079	Name=FIG01112844:_hypothetical_protein
fig|6666666.230262.peg.4080	Name=TonB-dependent_receptor
fig|6666666.230262.peg.4081	Name=FIG01111737:_hypothetical_protein
fig|6666666.230262.peg.4082	Name=hypothetical_protein
fig|6666666.230262.peg.4083	Name=Acetoacetyl-CoA_reductase_(EC_1.1.1.36)
fig|6666666.230262.peg.4084	Name=Citrate_transporter
fig|6666666.230262.peg.4085	Name=Phosphate-specific_outer_membrane_porin_OprP_%3B_Pyrophosphate-specific_outer_membrane_porin_OprO
fig|6666666.230262.peg.4086	Name=hypothetical_protein
fig|6666666.230262.peg.4087	Name=Tricarboxylate_transport_transcriptional_regulator_TctD
fig|6666666.230262.peg.4088	Name=Two-component_system_sensor_protein
fig|6666666.230262.peg.4089	Name=Sensor_protein_PhoQ_(EC_2.7.13.3)
fig|6666666.230262.peg.4090	Name=Transcriptional_regulator%2C_LuxR_family
fig|6666666.230262.peg.4091	Name=D-xylose_proton-symporter_XylE
fig|6666666.230262.peg.4092	Name=4Fe-4S_ferredoxin%2C_iron-sulfur_binding
fig|6666666.230262.peg.4093	Name=FIG01112174:_hypothetical_protein
fig|6666666.230262.peg.4094	Name=4-hydroxy-tetrahydrodipicolinate_synthase_(EC_4.3.3.7)
fig|6666666.230262.peg.4095	Name=Glycine_cleavage_system_transcriptional_antiactivator_GcvR
fig|6666666.230262.peg.4096	Name=Thiol_peroxidase%2C_Bcp-type_(EC_1.11.1.15)
fig|6666666.230262.peg.4097	Name=Predicted_ATPase_related_to_phosphate_starvation-inducible_protein_PhoH
fig|6666666.230262.peg.4098	Name=FIG01112665:_hypothetical_protein
fig|6666666.230262.peg.4099	Name=Possible_transmembrane_protein
fig|6666666.230262.peg.4100	Name=Hydroxymethylpyrimidine_phosphate_kinase_ThiD_(EC_2.7.4.7)
fig|6666666.230262.peg.4101	Name=FIG01111127:_hypothetical_protein
fig|6666666.230262.peg.4102	Name=Phosphoglycerate_kinase_(EC_2.7.2.3)
fig|6666666.230262.peg.4103	Name=Phosphoglycolate_phosphatase_(EC_3.1.3.18)
fig|6666666.230262.peg.4104	Name=Pyruvate_kinase_(EC_2.7.1.40)
fig|6666666.230262.peg.4105	Name=Fructose-bisphosphate_aldolase_class_I_(EC_4.1.2.13)
fig|6666666.230262.peg.4106	Name=FIG01111102:_hypothetical_protein
fig|6666666.230262.peg.4107	Name=COG2110%2C_Macro_domain%2C_possibly_ADP-ribose_binding_module
fig|6666666.230262.peg.4108	Name=Cysteine_synthase_(EC_2.5.1.47)
fig|6666666.230262.peg.4109	Name=Cys_regulon_transcriptional_activator_CysB
fig|6666666.230262.peg.4110	Name=Sensor_histidine_kinase
fig|6666666.230262.peg.4111	Name=Sensor_histidine_kinase
fig|6666666.230262.peg.4112	Name=Phosphate-specific_outer_membrane_porin_OprP_%3B_Pyrophosphate-specific_outer_membrane_porin_OprO
fig|6666666.230262.peg.4113	Name=C4-dicarboxylate_transport_protein
fig|6666666.230262.peg.4114	Name=hypothetical_protein
fig|6666666.230262.peg.4115	Name=NADP-dependent_malic_enzyme_(EC_1.1.1.40)
fig|6666666.230262.peg.4116	Name=Mobile_element_protein
fig|6666666.230262.peg.4117	Name=PhnB_protein
fig|6666666.230262.peg.4118	Name=PhnB_protein%3B_putative_DNA_binding_3-demethylubiquinone-9_3-methyltransferase_domain_protein
fig|6666666.230262.peg.4119	Name=Glyoxalase_family_protein
fig|6666666.230262.peg.4120	Name=Protein_of_unknown_function_DUF1428
fig|6666666.230262.peg.4121	Name=RNA_polymerase_sigma-70_factor%2C_ECF_subfamily
fig|6666666.230262.peg.4122	Name=FIG01111831:_hypothetical_protein
fig|6666666.230262.peg.4123	Name=FIG01113208:_hypothetical_protein
fig|6666666.230262.peg.4124	Name=FIG01113061:_hypothetical_protein
fig|6666666.230262.peg.4125	Name=FIG01111610:_hypothetical_protein
fig|6666666.230262.peg.4126	Name=Signal_transduction_histidine_kinase_CheA_(EC_2.7.3.-)
fig|6666666.230262.peg.4127	Name=Chemotaxis_regulator_-_transmits_chemoreceptor_signals_to_flagelllar_motor_components_CheY
fig|6666666.230262.peg.4128	Name=FIG01111141:_hypothetical_protein
fig|6666666.230262.peg.4129	Name=chemotaxis_protein
fig|6666666.230262.peg.4130	Name=Methyl-accepting_chemotaxis_protein_I_(serine_chemoreceptor_protein)
fig|6666666.230262.peg.4131	Name=FIG01111797:_hypothetical_protein
fig|6666666.230262.peg.4132	Name=Positive_regulator_of_CheA_protein_activity_(CheW)
fig|6666666.230262.peg.4133	Name=hypothetical_protein
fig|6666666.230262.peg.4134	Name=Sensory_box/GGDEF_family_protein
fig|6666666.230262.peg.4135	Name=Phosphate-binding_protein
fig|6666666.230262.peg.4136	Name=tRNA:Cm32/Um32_methyltransferase
fig|6666666.230262.peg.4137	Name=Inositol-1-monophosphatase_(EC_3.1.3.25)
fig|6666666.230262.peg.4138	Name=Mobile_element_protein
fig|6666666.230262.peg.4139	Name=Phosphoserine_aminotransferase_(EC_2.6.1.52)
fig|6666666.230262.peg.4140	Name=Chorismate_mutase_I_(EC_5.4.99.5)_/_Prephenate_dehydratase_(EC_4.2.1.51)
fig|6666666.230262.peg.4141	Name=5-Enolpyruvylshikimate-3-phosphate_synthase_(EC_2.5.1.19)
fig|6666666.230262.peg.4142	Name=Ferric_siderophore_transport_system%2C_periplasmic_binding_protein_TonB
fig|6666666.230262.peg.4143	Name=Ferric_siderophore_transport_system%2C_periplasmic_binding_protein_TonB
fig|6666666.230262.peg.4144	Name=hypothetical_protein
fig|6666666.230262.peg.4145	Name=Seryl-tRNA_synthetase_(EC_6.1.1.11)
fig|6666666.230262.peg.4146	Name=FIG01112689:_hypothetical_protein
fig|6666666.230262.peg.4147	Name=FMN-dependent_NADH-azoreductase
fig|6666666.230262.peg.4148	Name=Transcriptional_regulator%2C_LysR_family
fig|6666666.230262.peg.4149	Name=hypothetical_protein
fig|6666666.230262.peg.4150	Name=phage-related_integrase
fig|6666666.230262.peg.4151	Name=hypothetical_protein
fig|6666666.230262.peg.4152	Name=Mobile_element_protein
fig|6666666.230262.peg.4153	Name=hypothetical_protein
fig|6666666.230262.peg.4154	Name=hypothetical_protein
fig|6666666.230262.peg.4155	Name=DNA_primase/helicase%2C_phage-associated
fig|6666666.230262.peg.4156	Name=DNA_primase_(EC_2.7.7.-)
fig|6666666.230262.peg.4157	Name=hypothetical_protein
fig|6666666.230262.peg.4158	Name=hypothetical_protein
fig|6666666.230262.peg.4159	Name=hypothetical_protein
fig|6666666.230262.peg.4160	Name=hypothetical_protein
fig|6666666.230262.peg.4161	Name=hypothetical_protein
fig|6666666.230262.peg.4162	Name=DNA_repair_protein_RadC
fig|6666666.230262.peg.4163	Name=Sigma-fimbriae_tip_adhesin
fig|6666666.230262.peg.4164	Name=Sigma-fimbriae_chaperone_protein
fig|6666666.230262.peg.4165	Name=Sigma-fimbriae_usher_protein
fig|6666666.230262.peg.4166	Name=FIG045374:_Type_II_restriction_enzyme%2C_methylase_subunit_YeeA
fig|6666666.230262.peg.4167	Name=FIG006126:_DNA_helicase%2C_restriction/modification_system_component_YeeB
fig|6666666.230262.peg.4168	Name=YeeC-like_protein
fig|6666666.230262.peg.4169	Name=hypothetical_protein
fig|6666666.230262.peg.4170	Name=hypothetical_protein
fig|6666666.230262.peg.4171	Name=hypothetical_protein
fig|6666666.230262.peg.4172	Name=hypothetical_protein
fig|6666666.230262.peg.4173	Name=hypothetical_protein
fig|6666666.230262.peg.4174	Name=hypothetical_protein
fig|6666666.230262.peg.4175	Name=virulence_regulator
fig|6666666.230262.peg.4176	Name=hypothetical_protein
fig|6666666.230262.peg.4177	Name=probable_membrane_protein_b2001
fig|6666666.230262.peg.4178	Name=hypothetical_protein
fig|6666666.230262.peg.4179	Name=DNA_helicase_IV
fig|6666666.230262.peg.4180	Name=hypothetical_protein
fig|6666666.230262.peg.4181	Name=hypothetical_protein
fig|6666666.230262.peg.4182	Name=hypothetical_protein
fig|6666666.230262.peg.4183	Name=hypothetical_protein
fig|6666666.230262.peg.4184	Name=hypothetical_protein
fig|6666666.230262.peg.4185	Name=hypothetical_protein
fig|6666666.230262.peg.4186	Name=hypothetical_protein
fig|6666666.230262.peg.4187	Name=hypothetical_protein
fig|6666666.230262.peg.4188	Name=hypothetical_protein
fig|6666666.230262.peg.4189	Name=hypothetical_protein
fig|6666666.230262.peg.4190	Name=hypothetical_protein
fig|6666666.230262.peg.4191	Name=hypothetical_protein
fig|6666666.230262.peg.4192	Name=hypothetical_protein
fig|6666666.230262.peg.4193	Name=hypothetical_protein
fig|6666666.230262.peg.4194	Name=hypothetical_protein
fig|6666666.230262.peg.4195	Name=DNA_or_RNA_helicases_of_superfamily_II
fig|6666666.230262.peg.4196	Name=hypothetical_protein
fig|6666666.230262.peg.4197	Name=hypothetical_protein
fig|6666666.230262.peg.4198	Name=VgrG_protein
fig|6666666.230262.peg.4199	Name=hypothetical_protein
fig|6666666.230262.peg.4200	Name=hypothetical_protein
fig|6666666.230262.peg.4201	Name=hypothetical_protein
fig|6666666.230262.peg.4202	Name=hypothetical_protein
fig|6666666.230262.peg.4203	Name=restriction_endonuclease
fig|6666666.230262.peg.4204	Name=hypothetical_protein
fig|6666666.230262.peg.4205	Name=hypothetical_protein
fig|6666666.230262.peg.4206	Name=hypothetical_protein
fig|6666666.230262.peg.4207	Name=hypothetical_protein
fig|6666666.230262.peg.4208	Name=hypothetical_protein
fig|6666666.230262.peg.4209	Name=hypothetical_protein
fig|6666666.230262.peg.4210	Name=hypothetical_protein
fig|6666666.230262.peg.4211	Name=IncF_plasmid_conjugative_transfer_protein_TraD
fig|6666666.230262.peg.4212	Name=Conjugal_transfer_protein_TraA
fig|6666666.230262.peg.4213	Name=Autotransporter_adhesin
fig|6666666.230262.peg.4214	Name=hypothetical_protein
fig|6666666.230262.peg.4215	Name=DNA_helicase_IV
fig|6666666.230262.peg.4216	Name=FIG01112698:_hypothetical_protein
fig|6666666.230262.peg.4217	Name=Alcohol_dehydrogenase_(EC_1.1.1.1)
fig|6666666.230262.peg.4218	Name=Transcriptional_regulator%2C_HxlR_family
fig|6666666.230262.peg.4219	Name=FIG01212030:_hypothetical_protein
fig|6666666.230262.peg.4220	Name=putative%3B_ORF_located_using_Glimmer/Genemark
fig|6666666.230262.peg.4221	Name=iron_receptor
fig|6666666.230262.peg.4222	Name=Transcriptional_regulator%2C_TetR_family
fig|6666666.230262.peg.4223	Name=Salicylate_hydroxylase_(EC_1.14.13.1)
fig|6666666.230262.peg.4224	Name=sensory_box_histidine_kinase/response_regulator
fig|6666666.230262.peg.4225	Name=hypothetical_protein
fig|6666666.230262.peg.4226	Name=FIG01111081:_hypothetical_protein
fig|6666666.230262.peg.4227	Name=FIG01111062:_hypothetical_protein
fig|6666666.230262.peg.4228	Name=hypothetical_protein
fig|6666666.230262.peg.4229	Name=FIG01111761:_hypothetical_protein
fig|6666666.230262.peg.4230	Name=2%2C4-dienoyl-CoA_reductase_[NADPH]_(EC_1.3.1.34)
fig|6666666.230262.peg.4231	Name=transcriptional_regulator%2C_MerR_family
fig|6666666.230262.peg.4232	Name=MFS_transporter
fig|6666666.230262.peg.4233	Name=Guanosine-3'%2C5'-bis(Diphosphate)_3'-pyrophosphohydrolase_(EC_3.1.7.2)
fig|6666666.230262.peg.4234	Name=FIG01112876:_hypothetical_protein
fig|6666666.230262.peg.4235	Name=Coupling_protein_VirD4%2C_ATPase_required_for_T-DNA_transfer
fig|6666666.230262.peg.4236	Name=FIG01112244:_hypothetical_protein
fig|6666666.230262.peg.4237	Name=Inner_membrane_protein_forms_channel_for_type_IV_secretion_of_T-DNA_complex%2C_VirB8
fig|6666666.230262.peg.4238	Name=Forms_the_bulk_of_type_IV_secretion_complex_that_spans_outer_membrane_and_periplasm_(VirB9)
fig|6666666.230262.peg.4239	Name=Inner_membrane_protein_forms_channel_for_type_IV_secretion_of_T-DNA_complex_(VirB10)
fig|6666666.230262.peg.4240	Name=Conjugative_transfer_protein_TrbB
fig|6666666.230262.peg.4241	Name=Bores_hole_in_peptidoglycan_layer_allowing_type_IV_secretion_complex_assembly_to_occur_(VirB1)
fig|6666666.230262.peg.4242	Name=Major_pilus_subunit_of_type_IV_secretion_complex_(VirB2)
fig|6666666.230262.peg.4243	Name=Inner_membrane_protein_forms_channel_for_type_IV_secretion_of_T-DNA_complex_(VirB3)
fig|6666666.230262.peg.4244	Name=Conjugative_transfer_protein_TrbE
fig|6666666.230262.peg.4245	Name=Minor_pilin_of_type_IV_secretion_complex%2C_VirB5
fig|6666666.230262.peg.4246	Name=Integral_inner_membrane_protein_of_type_IV_secretion_complex_(VirB6)
fig|6666666.230262.peg.4247	Name=hypothetical_protein
fig|6666666.230262.peg.4248	Name=hypothetical_protein
fig|6666666.230262.peg.4249	Name=FIG01110982:_hypothetical_protein
fig|6666666.230262.peg.4250	Name=Lytic_enzyme
fig|6666666.230262.peg.4251	Name=FIG01112237:_hypothetical_protein
fig|6666666.230262.peg.4252	Name=FIG01111993:_hypothetical_protein
fig|6666666.230262.peg.4253	Name=FIG01111752:_hypothetical_protein
fig|6666666.230262.peg.4254	Name=FIG01111752:_hypothetical_protein
fig|6666666.230262.peg.4255	Name=PhnO_protein
fig|6666666.230262.peg.4256	Name=FIG01111358:_hypothetical_protein
fig|6666666.230262.peg.4257	Name=GCN5-related_N-acetyltransferase
fig|6666666.230262.peg.4258	Name=NAD(P)H_oxidoreductase_YRKL_(EC_1.6.99.-)_@_Putative_NADPH-quinone_reductase_(modulator_of_drug_activity_B)_@_Flavodoxin_2
fig|6666666.230262.peg.4259	Name=transcriptional_regulator%2C_HxlR_family
fig|6666666.230262.peg.4260	Name=tRNA-specific_adenosine-34_deaminase_(EC_3.5.4.-)
fig|6666666.230262.peg.4261	Name=3'-to-5'_oligoribonuclease_(orn)
fig|6666666.230262.peg.4262	Name=LasA
fig|6666666.230262.peg.4263	Name=NADH:flavin_oxidoreductases%2C_Old_Yellow_Enzyme_family
fig|6666666.230262.peg.4264	Name=Small-conductance_mechanosensitive_channel
fig|6666666.230262.peg.4265	Name=Phosphoenolpyruvate_synthase_(EC_2.7.9.2)
fig|6666666.230262.peg.4266	Name=FIG137360:_hypothetical_protein
fig|6666666.230262.peg.4267	Name=FIG01112171:_hypothetical_protein
fig|6666666.230262.peg.4268	Name=Mutator_mutT_protein_(7%2C8-dihydro-8-oxoguanine-triphosphatase)_(EC_3.6.1.-)
fig|6666666.230262.peg.4269	Name=FIG01112704:_hypothetical_protein
fig|6666666.230262.peg.4270	Name=FIG01112712:_hypothetical_protein
fig|6666666.230262.peg.4271	Name=Methyltransferase_type_11
fig|6666666.230262.peg.4272	Name=CDP-diacylglycerol--serine_O-phosphatidyltransferase_(EC_2.7.8.8)
fig|6666666.230262.peg.4273	Name=PHA_synthase_subunit
fig|6666666.230262.peg.4274	Name=Polyhydroxyalkanoic_acid_synthase
fig|6666666.230262.peg.4275	Name=FIG01111018:_hypothetical_protein
fig|6666666.230262.peg.4276	Name=Putative_stress-responsive_transcriptional_regulator
fig|6666666.230262.peg.4277	Name=FIG01111028:_hypothetical_protein
fig|6666666.230262.peg.4278	Name=Acyl-CoA_thioesterase_II_(EC_3.1.2.-)
fig|6666666.230262.peg.4279	Name=Acyl-CoA_thioesterase_II_(EC_3.1.2.-)
fig|6666666.230262.peg.4280	Name=Pathogenicity-related_protein
fig|6666666.230262.peg.4281	Name=RNA_polymerase_sigma-54_factor_RpoN
fig|6666666.230262.peg.4282	Name=FIG01112189:_hypothetical_protein
fig|6666666.230262.peg.4283	Name=Arginine-tRNA-protein_transferase_(EC_2.3.2.8)
fig|6666666.230262.peg.4284	Name=Succinyl-CoA_synthetase%2C_alpha_subunit
fig|6666666.230262.peg.4285	Name=Phosphoribosylglycinamide_formyltransferase_2_(EC_2.1.2.-)
fig|6666666.230262.peg.4286	Name=Membrane_protease_family_protein_BA0301
fig|6666666.230262.peg.4287	Name=FIG01210549:_hypothetical_protein
fig|6666666.230262.peg.4288	Name=putative%3B_ORF_located_using_Glimmer/Genemark
fig|6666666.230262.peg.4289	Name=FIG01111969:_hypothetical_protein
fig|6666666.230262.peg.4290	Name=D-alanyl-D-alanine_carboxypeptidase_(EC_3.4.16.4)
fig|6666666.230262.peg.4291	Name=COG2363
fig|6666666.230262.peg.4292	Name=FIG01111654:_hypothetical_protein
fig|6666666.230262.peg.4293	Name=Two-component_system_regulatory_protein
